to_ss	to_word	relation	from_ss	from_word	isvisual	cardinality	score
108703035	Central American country	hasMember	108654360	state	 	3+ 	1
101638482	Amphiumidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101672275	Trionyx	hasMember	108109624	subgenus	 	3+ 	1
101432517	fish genus	hasMember	108109624	subgenus	 	3+ 	1
111927901	genus Artemisia	hasMember	111930353	sand sage	 	3+ 	1
101622596	Strix	hasMember	101623110	barred owl	 	3+ 	1
112736840	Pyrularia	hasMember	112736999	rabbitwood	 	3+ 	1
101618671	Cathartidae	hasMember	101619152	Cathartes	 	3+ 	1
112839319	mint	hasMember	112849597	Lavandula	 	3+ 	1
102336129	Reithrodontomys	hasMember	108109624	subgenus	 	3+ 	1
101712432	suborder Ceratosaura	hasMember	101713040	genus Coelophysis	 	3+ 	1
113186200	Woodwardia	hasMember	113186388	chain fern	 	3+ 	1
112930044	Umbelliferae	hasMember	112945708	Smyrnium	 	3+ 	1
101992113	Porcellio	hasMember	108109624	subgenus	 	3+ 	1
112255659	Pyrolaceae	hasMember	112257920	Moneses	 	3+ 	1
102569770	Paranthias	hasMember	108109624	subgenus	 	3+ 	1
108325993	subcommittee	hasMember	109944022	commissioner	 	3+ 	1
101615825	Pandionidae	hasMember	101332347	Togaviridae	 	3+ 	1
102293135	Gelechiidae	hasMember	101332653	Flaviviridae	 	3+ 	1
108234792	company union	hasMember	110287213	man	 	3+ 	0.8
101409477	Chlamydomonadaceae	hasMember	108108627	subfamily	 	3+ 	1
112702706	genus Oxalis	hasMember	108109624	subgenus	 	3+ 	1
112876032	Scrophulariaceae	hasMember	101333610	Reoviridae	 	3+ 	1
101917751	Fungia	hasMember	108109624	subgenus	 	3+ 	1
113064678	Pucciniaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
111649012	Torreya	hasMember	108110373	species	 	3+ 	1
102194078	Dermatobia	hasMember	108109624	subgenus	 	3+ 	1
108232706	Ivy League	hasMember	104512476	University of Pennsylvania	 	3+ 	1
101356459	Bacillaceae	hasMember	108108627	subfamily	 	3+ 	1
101475025	Heterostraci	hasMember	108107191	suborder	 	3+ 	1
112986447	Lichenes	hasMember	112987834	Lecanoraceae	 	3+ 	1
102291024	Tineoidea	hasMember	108108784	tribe	 	3+ 	1
101957075	Myacidae	hasMember	108108972	genus	 	3+ 	1
108130712	Technology Administration	hasMember	108357992	quorum	 	3+ 	1
108248047	octet	hasMember	108357992	quorum	 	3+ 	1
102590237	Sparidae	hasMember	108108784	tribe	 	3+ 	1
112250708	Diapensiales	hasMember	108107499	family	 	3+ 	1
108230679	turnverein	hasMember	108357992	quorum	 	3+ 	1
102418341	Oreamnos	hasMember	108109624	subgenus	 	3+ 	1
112404943	Ulmaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
102033444	Numenius	hasMember	108109624	subgenus	 	3+ 	1
112848870	Lamium	hasMember	108109624	subgenus	 	3+ 	1
108072287	Real Estate Investment Trust	hasMember	108357992	quorum	 	3+ 	1
101798052	Pedioecetes	hasMember	108110373	species	 	3+ 	1
111801038	Aristolochiaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108087570	Protestant	hasMember	108147188	Protestant denomination	 	3+ 	1
102613960	Clinidae	hasMember	101333082	Arenaviridae	 	3+ 	1
113172107	Polypodiaceae	hasMember	108108627	subfamily	 	3+ 	1
101521014	Rheidae	hasMember	101521602	Pterocnemia	 	3+ 	1
108424044	Securities and Exchange Commission	hasMember	108400965	membership	 	3+ 	1
112575089	Vicia	hasMember	112575322	vetch	 	3+ 	1
112834408	Hydrophyllaceae	hasMember	108108627	subfamily	 	3+ 	1
108076705	white knight	hasMember	110624074	son	 	3+ 	0.8
102398732	Ruminantia	hasMember	102399000	ruminant	 	3+ 	1
102163982	Coleoptera	hasMember	102165247	Coccinellidae	 	3+ 	1
101596887	Artamus	hasMember	101597022	wood swallow	 	3+ 	1
101520284	Apterygidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108397675	hostile	hasMember	108357992	quorum	 	3+ 	1
102227773	Tettigoniidae	hasMember	102228215	Microcentrum	 	3+ 	1
102479896	Pongidae	hasMember	102480346	Pongo	 	3+ 	1
101601550	Cinclidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
111854760	Phytolaccaceae	hasMember	101333610	Reoviridae	 	3+ 	1
108299107	Statistical Commission	hasMember	109944160	committee member	 	3+ 	1
107947255	folk	hasMember	110441251	plebeian	 	3+ 	1
112130759	Phragmites	hasMember	108110373	species	 	3+ 	1
113080471	Dematiaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
108477307	unemployed people	hasMember	110307234	member	 	3+ 	0.8
111850136	Melocactus	hasMember	108110373	species	 	3+ 	1
108243851	Fabian Society	hasMember	110287213	man	 	3+ 	0.8
108355791	United States	hasMember	108357784	government officials	 	3+ 	1
112417273	genus Gladiolus	hasMember	112417382	gladiolus	 	3+ 	1
101634684	Dicamptodontidae	hasMember	101333610	Reoviridae	 	3+ 	1
102248147	Coccoidea	hasMember	101333610	Reoviridae	 	3+ 	1
111607739	Pinaceae	hasMember	101333610	Reoviridae	 	3+ 	1
113152203	Anemopsis	hasMember	113152339	yerba mansa	 	3+ 	1
102238113	Lygus	hasMember	102238235	lygus bug	 	3+ 	1
108298319	Economic Commission for Europe	hasMember	108357992	quorum	 	3+ 	1
102504323	Loxodonta	hasMember	108109624	subgenus	 	3+ 	1
101407465	Chlorophyceae	hasMember	108106934	order	 	3+ 	1
111695813	Cananga	hasMember	108110373	species	 	3+ 	1
102214203	Eumenes	hasMember	108110373	species	 	3+ 	1
101560511	Saxicola	hasMember	108109624	subgenus	 	3+ 	1
101415256	Bangiaceae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101618220	Sagittariidae	hasMember	101333610	Reoviridae	 	3+ 	1
101984416	Palinuridae	hasMember	101332653	Flaviviridae	 	3+ 	1
112054902	Cycnoches	hasMember	108110373	species	 	3+ 	1
112570126	Sophora	hasMember	112570394	Japanese pagoda tree	 	3+ 	1
101481203	genus Chimaera	hasMember	108110373	species	 	3+ 	1
111607739	Pinaceae	hasMember	111620248	Pseudolarix	 	3+ 	1
102623170	Scombroidea	hasMember	108107499	family	 	3+ 	1
112417686	Ixia	hasMember	108109624	subgenus	 	3+ 	1
101672950	Rhynchocephalia	hasMember	108107191	suborder	 	3+ 	1
108159031	Tudor	hasMember	110235549	relative	 	3+ 	1
112600574	Polygonaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
112970379	Tulostomaceae	hasMember	108108972	genus	 	3+ 	1
111921622	genus Andryala	hasMember	108110373	species	 	3+ 	1
101845627	Anatidae	hasMember	101851996	Aix	 	3+ 	1
112653056	Rubus	hasMember	112654387	dewberry	 	3+ 	1
101787546	Limulidae	hasMember	101788157	Tachypleus	 	3+ 	1
101456939	Macrorhamphosidae	hasMember	108108784	tribe	 	3+ 	1
102411427	Ovis	hasMember	102415253	Dall sheep	 	3+ 	1
113020623	Clitocybe	hasMember	108110373	species	 	3+ 	1
101809592	Opisthocomus	hasMember	108110373	species	 	3+ 	1
107973487	nuclear family	hasMember	110287213	man	 	3+ 	0.8
101800759	Megapodiidae	hasMember	101333082	Arenaviridae	 	3+ 	1
101706533	genus Corythosaurus	hasMember	101706686	corythosaur	 	3+ 	1
108187033	company	hasMember	108357992	quorum	 	3+ 	1
112659203	Spiraea	hasMember	112659356	spirea	 	3+ 	1
102444500	Lutrinae	hasMember	108108627	subfamily	 	3+ 	1
101835087	Caprimulgidae	hasMember	108108784	tribe	 	3+ 	1
108274126	SWAT team	hasMember	110665698	student	 	3+ 	0.8
108411483	dance school	hasMember	108287586	faculty	 	3+ 	1
102265471	Megaloptera	hasMember	102265717	Corydalidae	 	3+ 	1
101993714	Cyamus	hasMember	108109624	subgenus	 	3+ 	1
101685277	Teiidae	hasMember	101332653	Flaviviridae	 	3+ 	1
101530691	Carduelinae	hasMember	101332653	Flaviviridae	 	3+ 	1
111555413	monocot family	hasMember	101332347	Togaviridae	 	3+ 	1
101753721	Crotalidae	hasMember	108108784	tribe	 	3+ 	1
102237239	Miridae	hasMember	101332653	Flaviviridae	 	3+ 	1
112812121	genus Acanthus	hasMember	108110373	species	 	3+ 	1
111771383	genus Carissa	hasMember	111771539	carissa	 	3+ 	1
101743223	Pythoninae	hasMember	101332653	Flaviviridae	 	3+ 	1
112811856	Acanthaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
101544877	Drepanis	hasMember	108109624	subgenus	 	3+ 	1
111667112	Magnoliidae	hasMember	111692952	Ranales	 	3+ 	1
107944900	cautious	hasMember	110287213	man	 	3+ 	0.8
112310153	Syringa	hasMember	108110373	species	 	3+ 	1
108218122	squad	hasMember	110582746	man	 	3+ 	1
102525866	Anguilliformes	hasMember	102527498	Congridae	 	3+ 	1
112468081	genus Trillium	hasMember	112468243	trillium	 	3+ 	1
102286815	Geometridae	hasMember	101333082	Arenaviridae	 	3+ 	1
111754188	Mimosoideae	hasMember	111761484	genus Inga	 	3+ 	1
101726960	Colubridae	hasMember	101737197	Natrix	 	3+ 	1
102483915	Cercopithecidae	hasMember	101333082	Arenaviridae	 	3+ 	1
112290116	Gentianaceae	hasMember	112293419	Gentiana	 	3+ 	1
101966797	Teredinidae	hasMember	101332347	Togaviridae	 	3+ 	1
108410891	Eton College	hasMember	110560352	school teacher	 	3+ 	1
102335349	Cricetidae	hasMember	102344006	Meriones	 	3+ 	1
102117772	Crocuta	hasMember	108110373	species	 	3+ 	1
102031752	Gallinago	hasMember	102032222	whole snipe	 	3+ 	1
108260386	Green Party	hasMember	110287213	man	 	3+ 	0.8
102273545	Lepidoptera	hasMember	102279442	Danaidae	 	3+ 	1
108143163	Bureau of Engraving and Printing	hasMember	108400965	membership	 	3+ 	1
112260021	Fagales	hasMember	112260208	Fagaceae	 	3+ 	1
108236251	Rotary Club	hasMember	108357992	quorum	 	3+ 	1
102608708	Halicoeres	hasMember	102608996	puddingwife	 	3+ 	1
101366881	genus Listeria	hasMember	108109624	subgenus	 	3+ 	1
108372190	peer group	hasMember	108630039	region	 	3+ 	0.8
102067941	Ziphiidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108079613	club	hasMember	100723547	first	 	3+ 	1
101944217	Helicidae	hasMember	101944617	Helix	 	3+ 	1
108230785	yacht club	hasMember	109816771	associate	 	3+ 	1
108159331	Umayyad	hasMember	110308275	clansman	 	3+ 	1
108216795	section	hasMember	108357992	quorum	 	3+ 	1
108218393	shift	hasMember	108357992	quorum	 	3+ 	1
112226322	Ericaceae	hasMember	112243292	Pieris	 	3+ 	1
102583211	Characidae	hasMember	101332653	Flaviviridae	 	3+ 	1
101530256	Fringilla	hasMember	101530575	brambling	 	3+ 	1
108258974	Constitutional Union Party	hasMember	108357992	quorum	 	3+ 	1
108297464	Commission on Narcotic Drugs	hasMember	108357992	quorum	 	3+ 	1
108461595	stream	hasMember	110287213	man	 	3+ 	0.8
108397489	friendly	hasMember	108400965	membership	 	3+ 	1
108179879	population	hasMember	108654360	state	 	3+ 	0.8
101395531	Infusoria	hasMember	101395773	infusorian	 	3+ 	1
102238743	Lygaeidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
113059139	Suillus	hasMember	108110373	species	 	3+ 	1
112015076	Silphium	hasMember	108109624	subgenus	 	3+ 	1
111900058	Papaveraceae	hasMember	111907939	Sanguinaria	 	3+ 	1
102549796	Belonidae	hasMember	108108627	subfamily	 	3+ 	1
102447220	Melinae	hasMember	101332347	Togaviridae	 	3+ 	1
112322887	Myrtales	hasMember	112345495	Rhizophoraceae	 	3+ 	1
102623868	Scombridae	hasMember	101332653	Flaviviridae	 	3+ 	1
101700076	Ornithischia	hasMember	101701052	genus Staurikosaurus	 	3+ 	1
112201761	Triplochiton	hasMember	108109624	subgenus	 	3+ 	1
112952022	Trichomanes	hasMember	108110373	species	 	3+ 	1
102243351	Gerrididae	hasMember	101333082	Arenaviridae	 	3+ 	1
112945708	Smyrnium	hasMember	112945828	Alexander	 	3+ 	1
102343633	Gerbillus	hasMember	108110373	species	 	3+ 	1
101481063	Chimaeridae	hasMember	108108972	genus	 	3+ 	1
102643989	Sebastodes	hasMember	102644113	rockfish	 	3+ 	1
111776337	Tabernaemontana	hasMember	111776511	crape jasmine	 	3+ 	1
102058074	Diomedeidae	hasMember	101333610	Reoviridae	 	3+ 	1
113061921	Auriculariales	hasMember	108107499	family	 	3+ 	1
108151229	cult	hasMember	109982525	cultist	 	3+ 	1
102518813	Ameiuridae	hasMember	102520015	Pylodictus	 	3+ 	1
112354068	Strelitziaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108217557	percussion section	hasMember	108357992	quorum	 	3+ 	1
108335886	Supreme Court	hasMember	108414119	jury	 	3+ 	1
113171041	Sticherus	hasMember	108110373	species	 	3+ 	1
108478851	vestry	hasMember	109943811	commissioner	 	3+ 	0.8
111953762	Cirsium	hasMember	108109624	subgenus	 	3+ 	1
112554242	Oxytropis	hasMember	108110373	species	 	3+ 	1
101935743	Branchiobdellidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
112134300	Setaria	hasMember	112134486	bristlegrass	 	3+ 	1
101715692	Ornithomimida	hasMember	101715888	ornithomimid	 	3+ 	1
107944618	blood	hasMember	110332385	mother	 	3+ 	0.8
112542649	genus Lespedeza	hasMember	112543826	sericea lespedeza	 	3+ 	1
112772081	Sapotaceae	hasMember	112773334	Calocarpum	 	3+ 	1
101662274	Chelonia	hasMember	101663169	Cheloniidae	 	3+ 	1
111543264	Jungermanniaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
113010401	Stropharia	hasMember	113011221	Stropharia rugoso-annulata	 	3+ 	1
112928690	Sebastiana	hasMember	108109624	subgenus	 	3+ 	1
102410313	genus Bison	hasMember	102410509	bison	 	3+ 	1
113148791	Piperaceae	hasMember	101332347	Togaviridae	 	3+ 	1
112839319	mint	hasMember	112846546	genus Elsholtzia	 	3+ 	1
101522789	Dinornithidae	hasMember	101523105	moa	 	3+ 	1
101376801	Mycobacteriaceae	hasMember	101376948	genus Mycobacterium	 	3+ 	1
112587366	Ceroxylon	hasMember	112587487	wax palm	 	3+ 	1
112626030	Crataegus	hasMember	112626353	hawthorn	 	3+ 	1
101403052	Laminariaceae	hasMember	101333610	Reoviridae	 	3+ 	1
102348405	Heteromyidae	hasMember	101332653	Flaviviridae	 	3+ 	1
108409835	junior high	hasMember	110560352	school teacher	 	3+ 	1
101645634	Bufonidae	hasMember	108108627	subfamily	 	3+ 	1
101713310	Carnosaura	hasMember	108107191	suborder	 	3+ 	1
102496576	Lemuroidea	hasMember	102496913	lemur	 	3+ 	1
102605139	Chaetodontidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
112609842	Pontederia	hasMember	108110373	species	 	3+ 	1
112001565	Pericallis	hasMember	108109624	subgenus	 	3+ 	1
108125722	Nonproliferation Center	hasMember	108400965	membership	 	3+ 	1
102505809	Mammut	hasMember	108109624	subgenus	 	3+ 	1
101618220	Sagittariidae	hasMember	101333082	Arenaviridae	 	3+ 	1
102456147	Chlamyphorus	hasMember	108109624	subgenus	 	3+ 	1
107949796	peanut gallery	hasMember	108654360	state	 	3+ 	0.8
108391387	National Guard	hasMember	110582746	man	 	3+ 	1
112662223	Chiococca	hasMember	112662379	blolly	 	3+ 	1
102619738	Eleotridae	hasMember	102619861	sleeper	 	3+ 	1
101553620	Thamnophilus	hasMember	108109624	subgenus	 	3+ 	1
101605119	Accipitridae	hasMember	101614195	Aquila	 	3+ 	1
111603045	genus Encephalartos	hasMember	111603462	kaffir bread	 	3+ 	1
101709723	genus Barosaurus	hasMember	108109624	subgenus	 	3+ 	1
101570969	Paradisaeidae	hasMember	108108784	tribe	 	3+ 	1
113023783	Ascomycetes	hasMember	108106934	order	 	3+ 	1
102171254	Lamellicornia	hasMember	101332347	Togaviridae	 	3+ 	1
102143759	Hipposideros	hasMember	108109624	subgenus	 	3+ 	1
102067100	Physeter	hasMember	108110373	species	 	3+ 	1
102145084	Vespertilionidae	hasMember	108108784	tribe	 	3+ 	1
112213485	Proteales	hasMember	112213635	Proteaceae	 	3+ 	1
102516994	Australian lungfish	hasMember	108111157	form	 	3+ 	1
101820190	Loriinae	hasMember	108108627	subfamily	 	3+ 	1
108325993	subcommittee	hasMember	110787470	woman	 	3+ 	0.8
113023783	Ascomycetes	hasMember	113028337	Discomycetes	 	3+ 	1
112823164	Convolvulaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
108136260	Federal Bureau of Investigation	hasMember	108357992	quorum	 	3+ 	1
102195403	Tabanidae	hasMember	101332347	Togaviridae	 	3+ 	1
101444520	Catostomidae	hasMember	101444922	sucker	 	3+ 	1
113226526	Geoglossaceae	hasMember	101332347	Togaviridae	 	3+ 	1
102558980	Brotulidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
108229887	investors club	hasMember	110308394	club member	 	3+ 	1
102227773	Tettigoniidae	hasMember	101333082	Arenaviridae	 	3+ 	1
102394822	Suidae	hasMember	101332347	Togaviridae	 	3+ 	1
111624367	Picea	hasMember	108109624	subgenus	 	3+ 	1
108168978	country	hasMember	108357992	quorum	 	3+ 	1
108282257	flying school	hasMember	108400965	membership	 	3+ 	1
112097927	Plumbaginaceae	hasMember	101333610	Reoviridae	 	3+ 	1
112761471	Pistacia	hasMember	112762049	mastic	 	3+ 	1
102169345	Chrysomelidae	hasMember	101333082	Arenaviridae	 	3+ 	1
112608778	Rapateaceae	hasMember	108108784	tribe	 	3+ 	1
102459001	Mylodontidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
101456939	Macrorhamphosidae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
107943300	peoples	hasMember	108524735	city	 	3+ 	0.8
112075495	Paphiopedilum	hasMember	108110373	species	 	3+ 	1
112391745	Urticaceae	hasMember	112392943	Boehmeria	 	3+ 	1
102250464	Pseudococcidae	hasMember	108108627	subfamily	 	3+ 	1
101886220	Eutheria	hasMember	102394068	Artiodactyla	 	3+ 	1
112668732	Nauclea	hasMember	112668917	opepe	 	3+ 	1
108395991	Ballistic Missile Defense Organization	hasMember	110287213	man	 	3+ 	0.8
101331659	Filoviridae	hasMember	101332347	Togaviridae	 	3+ 	1
106497872	Roman alphabet	hasMember	106832572	N	 	3+ 	1
101920735	Cestidae	hasMember	108108972	genus	 	3+ 	1
111923016	Anthemis	hasMember	108109624	subgenus	 	3+ 	1
102270326	Lepismatidae	hasMember	108108972	genus	 	3+ 	1
108229362	country club	hasMember	110287213	man	 	3+ 	0.8
111538582	Anthocerotaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
112096798	Myrsinaceae	hasMember	108108784	tribe	 	3+ 	1
102012715	Gruidae	hasMember	102013034	Grus	 	3+ 	1
102588108	Haemulidae	hasMember	101333082	Arenaviridae	 	3+ 	1
102550915	Hemiramphidae	hasMember	101332653	Flaviviridae	 	3+ 	1
101633578	Megalobatrachus	hasMember	108109624	subgenus	 	3+ 	1
102255698	Phylloxera	hasMember	108110373	species	 	3+ 	1
112291763	Eustoma	hasMember	108109624	subgenus	 	3+ 	1
108229605	glee club	hasMember	108228665	chapter	 	3+ 	1
111702428	Cercidiphyllaceae	hasMember	108108972	genus	 	3+ 	1
108477164	unconfessed	hasMember	110289039	man	 	3+ 	0.8
102471467	Hominidae	hasMember	108108972	genus	 	3+ 	1
112440128	Aphyllanthaceae	hasMember	108108784	tribe	 	3+ 	1
112542649	genus Lespedeza	hasMember	112543186	bicolor lespediza	 	3+ 	1
102553196	Perciformes	hasMember	102600953	Mugiloidea	 	3+ 	1
101502262	Aves	hasMember	101604123	Raptores	 	3+ 	1
108096624	Hinduism	hasMember	108357992	quorum	 	3+ 	1
102037278	Phalaropidae	hasMember	102038329	Steganopus	 	3+ 	1
108079613	club	hasMember	100724433	left field	 	3+ 	1
102219234	Formicidae	hasMember	108108972	genus	 	3+ 	1
102150306	Desmodontidae	hasMember	101332653	Flaviviridae	 	3+ 	1
112619306	Rosaceae	hasMember	112636430	Photinia	 	3+ 	1
112963307	Erysiphaceae	hasMember	101332347	Togaviridae	 	3+ 	1
108478482	removal firm	hasMember	110787470	woman	 	3+ 	0.8
101842655	Indicatoridae	hasMember	108108784	tribe	 	3+ 	1
112157677	cucurbit	hasMember	112164215	Cucumis	 	3+ 	1
102188065	Diptera	hasMember	102195996	Asilidae	 	3+ 	1
111538716	Anthoceros	hasMember	108110373	species	 	3+ 	1
101871699	Monotremata	hasMember	101872094	Tachyglossidae	 	3+ 	1
108145092	War Department	hasMember	108400965	membership	 	3+ 	1
102289061	Pyralis	hasMember	108110373	species	 	3+ 	1
112420991	genus Hippeastrum	hasMember	108109624	subgenus	 	3+ 	1
112615097	Vallisneria	hasMember	112615232	tape grass	 	3+ 	1
108118414	editorial department	hasMember	110787470	woman	 	3+ 	0.8
107944408	blind	hasMember	108665504	town	 	3+ 	0.8
102133512	Selenarctos	hasMember	102133704	Asiatic black bear	 	3+ 	1
113046887	Nidularia	hasMember	108110373	species	 	3+ 	1
108402828	embassy	hasMember	108357992	quorum	 	3+ 	1
112611815	Alismataceae	hasMember	108108972	genus	 	3+ 	1
102634414	Ariomma	hasMember	102634545	driftfish	 	3+ 	1
108411170	private school	hasMember	109917593	child	 	3+ 	0.8
112036533	Campanulaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
108156948	Ptolemy	hasMember	111247644	Ptolemy I	 	3+ 	1
101677913	Dipsosaurus	hasMember	101678043	desert iguana	 	3+ 	1
112806270	Platanaceae	hasMember	112806455	Platanus	 	3+ 	1
102245239	Dysdercus	hasMember	108109624	subgenus	 	3+ 	1
112251577	Pyxidanthera	hasMember	108110373	species	 	3+ 	1
101482754	Hexanchidae	hasMember	108108784	tribe	 	3+ 	1
102263848	Myrmeleon	hasMember	102264232	doodlebug	 	3+ 	1
101853072	Somateria	hasMember	101853195	eider	 	3+ 	1
112563404	Podalyria	hasMember	108110373	species	 	3+ 	1
108358824	sleeper cell	hasMember	108357992	quorum	 	3+ 	1
111761484	genus Inga	hasMember	108110373	species	 	3+ 	1
108323471	board of selectmen	hasMember	110015485	director	 	3+ 	1
112501745	Papilionoideae	hasMember	112527391	Dolichos	 	3+ 	1
101920178	Pleurobrachiidae	hasMember	101332347	Togaviridae	 	3+ 	1
101854047	Merginae	hasMember	101332347	Togaviridae	 	3+ 	1
112354374	Strelitzia	hasMember	108109624	subgenus	 	3+ 	1
112575089	Vicia	hasMember	108109624	subgenus	 	3+ 	1
111846087	Echinocereus	hasMember	111846312	hedgehog cereus	 	3+ 	1
112680125	Viburnum	hasMember	112680864	guelder rose	 	3+ 	1
111926640	genus Arnica	hasMember	111926976	heartleaf arnica	 	3+ 	1
112972818	Mucorales	hasMember	112972966	Mucoraceae	 	3+ 	1
112255659	Pyrolaceae	hasMember	101332653	Flaviviridae	 	3+ 	1
102497408	Lemuridae	hasMember	108108972	genus	 	3+ 	1
101618671	Cathartidae	hasMember	108108972	genus	 	3+ 	1
107945818	living	hasMember	110231515	king	 	3+ 	0.8
108170686	member	hasMember	110287213	man	 	3+ 	0.8
101774918	Lycosidae	hasMember	108108972	genus	 	3+ 	1
113067845	Tilletiaceae	hasMember	101333082	Arenaviridae	 	3+ 	1
102171254	Lamellicornia	hasMember	101333082	Arenaviridae	 	3+ 	1
111742745	Leitneria	hasMember	108110373	species	 	3+ 	1
102604342	Kyphosus	hasMember	108109624	subgenus	 	3+ 	1
102291024	Tineoidea	hasMember	102291220	tineoid	 	3+ 	1
101854047	Merginae	hasMember	101333301	Rhabdoviridae	 	3+ 	1
112724201	Salix	hasMember	112727101	pussy willow	 	3+ 	1
108167249	Dominion	hasMember	108357992	quorum	 	3+ 	1
102264734	Chrysopidae	hasMember	102264885	green lacewing	 	3+ 	1
113078133	Moniliaceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
102134589	Viverridae	hasMember	101333610	Reoviridae	 	3+ 	1
102316038	echinoderm family	hasMember	108108784	tribe	 	3+ 	1
108248856	symphony orchestra	hasMember	110340312	musician	 	3+ 	1
101689226	Anguidae	hasMember	101333082	Arenaviridae	 	3+ 	1
101593705	Irenidae	hasMember	108108972	genus	 	3+ 	1
101880355	Potorous	hasMember	101880473	potoroo	 	3+ 	1
113016749	Tricholoma	hasMember	113018232	Tricholoma vaccinum	 	3+ 	1
108234493	craft union	hasMember	108357992	quorum	 	3+ 	1
112213635	Proteaceae	hasMember	112220994	genus Macadamia	 	3+ 	1
112789399	genus Carpenteria	hasMember	108110373	species	 	3+ 	1
102199999	Culicidae	hasMember	102200705	Aedes	 	3+ 	1
108075388	brotherhood	hasMember	100007846	person	 	3+ 	1
102657083	Heterosomata	hasMember	102657368	flatfish	 	3+ 	1
108051384	authoritarian state	hasMember	108357784	government officials	 	3+ 	1
101706533	genus Corythosaurus	hasMember	108109624	subgenus	 	3+ 	1
113203551	Loxomataceae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101478073	Myxiniformes	hasMember	108107499	family	 	3+ 	1
101692143	Heloderma	hasMember	108109624	subgenus	 	3+ 	1
101741744	Boidae	hasMember	108108627	subfamily	 	3+ 	1
108180639	labor	hasMember	100007846	person	 	3+ 	1
113206584	Adiantum	hasMember	113206817	maidenhair	 	3+ 	1
112328026	Lythraceae	hasMember	112329020	Lagerstroemia	 	3+ 	1
112156484	Sparganium	hasMember	108110373	species	 	3+ 	1
108228405	athenaeum	hasMember	110307234	member	 	3+ 	0.8
102174521	Melolontha	hasMember	102174659	cockchafer	 	3+ 	1
101893535	Erinaceidae	hasMember	101333082	Arenaviridae	 	3+ 	1
108477164	unconfessed	hasMember	108665504	town	 	3+ 	0.8
102446888	Spilogale	hasMember	108110373	species	 	3+ 	1
101914415	Actiniaria	hasMember	101914609	sea anemone	 	3+ 	1
107948183	homebound	hasMember	110080869	father	 	3+ 	0.8
107992116	gaggle	hasMember	101855672	goose	 	3+ 	1
101724947	genus Stenopterygius	hasMember	108110373	species	 	3+ 	1
102365244	Hydrochoeridae	hasMember	108108972	genus	 	3+ 	1
111911591	Compositae	hasMember	112007560	genus Rhodanthe	 	3+ 	1
102054251	Anhingidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
108061905	distributor	hasMember	110787470	woman	 	3+ 	0.8
101980471	Pinnotheres	hasMember	108110373	species	 	3+ 	1
102355711	Sciuridae	hasMember	102355227	squirrel	 	3+ 	1
102523617	scrod	hasMember	102530052	whitebait	 	3+ 	1
112677427	Symphoricarpos	hasMember	108109624	subgenus	 	3+ 	1
101757547	Sistrurus	hasMember	108110373	species	 	3+ 	1
108060878	copartnership	hasMember	108357992	quorum	 	3+ 	1
112535820	Indigofera	hasMember	112536040	indigo	 	3+ 	1
101880937	Phalangeridae	hasMember	101881991	Petaurus	 	3+ 	1
111554175	gymnosperm genus	hasMember	108109624	subgenus	 	3+ 	1
112922283	Acalypha	hasMember	108110373	species	 	3+ 	1
102065932	Eschrichtiidae	hasMember	101332347	Togaviridae	 	3+ 	1
102249995	Dactylopiidae	hasMember	108108627	subfamily	 	3+ 	1
112299988	Oleaceae	hasMember	108108627	subfamily	 	3+ 	1
101889328	Talpidae	hasMember	108108784	tribe	 	3+ 	1
113000372	Agaricaceae	hasMember	108108972	genus	 	3+ 	1
108179879	population	hasMember	110231515	king	 	3+ 	0.8
102120692	Felidae	hasMember	102127808	big cat	 	3+ 	1
112785499	genus Sedum	hasMember	108109624	subgenus	 	3+ 	1
102203008	Chironomidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
101977832	Cancer	hasMember	101978587	Jonah crab	 	3+ 	1
113172107	Polypodiaceae	hasMember	113176523	Microsorium	 	3+ 	1
102482820	Hylobatidae	hasMember	101331345	Bunyaviridae	 	3+ 	1
